PKABCODE,index_right,prop_name,prop_id,primary_commodity,projects,dev_stage,activ_status,commodities_list,state_province,latitude,longitude,mo_yr_source_d
6205,7,Mt Muro,26869,Gold,Projects,Operating,Care And Maintenance,"Gold,Silver",Kalimantan Tengah,-0.615792,114.349166,2015-06-01
6205,570,NPR,83098,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Tengah,-0.52529,115.27458,2021-06-01
6205,327,Tuhup,50526,Coal,Projects,Operating,Inactive,Coal,Kalimantan Tengah,-0.42289,114.84852,2020-07-01
6205,292,TBAR,50206,Coal,Projects,Target Outline,Active,Coal,Kalimantan Tengah,-0.40051,114.23082,2022-09-01
6205,310,Laung,50494,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Tengah,-0.37747,114.76206,2011-12-01
6205,176,BBM,39774,Coal,Projects,Operating,On Hold Awaiting Financing,Coal,Kalimantan Tengah,-0.32778,114.09639,2022-09-01
6205,313,Marunda,50498,Coal,Projects,Operating,Inactive,Coal,Kalimantan Tengah,-0.30514,114.72342,2011-12-01
6205,130,Lampunut,38190,Coal,Projects,Operating,Active,Coal,Kalimantan Tengah,-0.12722,114.86942,2021-04-01
6205,131,Luon,38191,Coal,Projects,Feasibility,Active,Coal,Kalimantan Tengah,-0.11556,114.90917,2020-03-01
6205,111,Haju,36273,Coal,Projects,Operating,Care And Maintenance,Coal,Kalimantan Tengah,-0.11186,114.87576,2021-04-01
6205,132,Bumbun,38192,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Tengah,-0.055,114.35806,2020-03-01
6205,181,BBP,39985,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Tengah,-0.01056,114.76056,2022-04-01
6205,51,Tujang,29827,Gold,Projects,Target Outline,Inactive,Gold,Kalimantan Tengah,0.01007,114.62227,1999-08-01
6205,93,Liang Bulau,33624,Diamonds,Projects,Exploration,Inactive,Diamonds,Kalimantan Tengah,-0.25,113.5,2006-07-01
6205,133,Juloi Northwest,38193,Coal,Projects,Feasibility,Active,Coal,Kalimantan Tengah,-0.11111,114.09194,2021-03-01
6205,101,Murung Raya,35411,Iron Ore,Projects,Target Outline,Inactive,Iron Ore,Kalimantan Tengah,0.0416,114.27172,2007-05-01
6205,567,Sumber Barito,80683,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,0.18033,114.7188,2020-03-01
6271,22,Tewah,27820,Gold,Projects,Reserves Development,Inactive,Gold,Kalimantan Tengah,-1.93306,113.91667,2010-09-01
6301,227,Jorong,40549,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.89642,115.02842,2021-06-01
6301,496,Citra Bara Prima,66125,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.873,115.219,2014-07-01
6301,161,Arutmin,39155,Coal,Projects,Expansion,Active,Coal,Kalimantan Selatan,-3.830115,115.283468,2021-03-01
6301,194,ADK,40240,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.8297,115.25747,2015-01-01
6301,346,Pelaihari,52728,Gold,Projects,,Inactive,"Gold,Diamonds,Silver,Platinum,Palladium,Rhodium",Kalimantan Selatan,-3.79054,114.71953,1999-08-01
6301,354,Bati Bati (Tabanio),52940,Diamonds,Projects,,Inactive,Diamonds,Kalimantan Selatan,-3.76179,114.63355,1998-10-01
6301,307,Wahana Baratama,50473,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.74412,115.30142,2022-04-01
6301,38,Tanah Laut,29497,Gold,Projects,Target Outline,Inactive,"Gold,Copper",Kalimantan Selatan,-3.66955,114.92268,2003-07-01
6302,326,Tanah Bumbu,50525,Coal,Projects,Satellite,Active,Coal,Kalimantan Selatan,-3.64889,115.61411,2021-02-01
6302,562,AJE,78185,Coal,Projects,Advanced Exploration,Active,Coal,Kalimantan Selatan,-3.6356,115.63698,2017-07-01
6302,335,SDJ,51165,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.63321,115.6244,2022-04-01
6302,171,Sebuku,39646,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.58678,116.36672,2017-12-01
6302,441,Rizki,61885,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.521,115.909,2011-10-01
6302,201,Astri Prima,40428,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Selatan,-3.50583,115.91611,2012-04-01
6302,329,Subuku,50626,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.465576,116.383184,2015-12-01
6302,180,PT Aries It Indo,39922,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.46139,115.97639,2014-01-01
6302,42,Kusan,29590,Gold,Projects,Reserves Development,Inactive,Gold,Kalimantan Selatan,-3.40306,115.9369,2006-03-01
6302,550,CV CKMM,70818,Coal,Projects,Advanced Exploration,Inactive,Coal,Kalimantan Selatan,-3.77,115.51,2014-12-01
6302,340,CV Cantung Karya Mitra Mandiri,52540,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.76753,115.43127,2014-12-01
6302,231,BIB,40678,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.68031,115.49241,2022-07-01
6302,408,Sungai Danau,60061,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Selatan,-3.58068,115.4663,2010-11-01
6302,260,Hitric,41472,Coal,Projects,Preproduction,Active,Coal,Kalimantan Selatan,-3.37716,115.67651,2013-05-01
6302,185,PBM,40076,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.36541,115.82725,2012-04-01
6302,158,Trimitra Sembada,39139,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Selatan,-3.26639,116.02306,2011-07-01
6302,159,Cahaya Alam Sejahtera,39140,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Selatan,-3.23833,116.00333,2011-07-01
6302,149,TCM,38924,Coal,Projects,Feasibility,Active,Coal,Kalimantan Selatan,-3.23739,115.70393,2018-11-01
6302,165,PT Yiwan,39515,Nickel,Projects,Operating,,"Nickel,Iron Ore",Kalimantan Selatan,-3.195,116.0,2012-10-01
6302,160,CV Rahma,39141,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Selatan,-3.18639,115.97333,2011-07-01
6302,507,PUE,66991,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.18,115.77,2013-10-01
6302,513,RMA,67384,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.17,115.956,2013-10-01
6302,294,Geronggang,50279,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Selatan,-2.96963,116.22534,2015-12-01
6302,265,SPC,41599,Coal,Projects,Exploration,Active,Coal,Kalimantan Selatan,-2.93972,116.21722,2015-12-01
6302,357,Sungei Durian,53020,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-2.77717,115.94885,1999-04-01
6302,396,Peta Lokasi,58417,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-2.677,116.179,2011-05-01
6302,75,Sampanahan,30893,Gold,Projects,Target Outline,Inactive,Gold,Kalimantan Selatan,-2.67016,116.17516,2001-07-01
6302,135,South East Kalimantan,38413,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-2.62694,115.97028,2022-06-01
6302,282,KEL,42073,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-2.5966,115.95185,2011-12-01
6303,289,KCM,50166,Coal,Projects,Preproduction,Active,Coal,Kalimantan Selatan,-3.34522,115.06684,2013-05-01
6303,300,Batu Tungku,50397,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-3.29794,115.01024,2011-12-01
6303,325,Taj,50524,Coal,Projects,Closed,Inactive,Coal,Kalimantan Selatan,-3.27055,115.13698,2014-06-01
6303,322,WIRA,50521,Coal,Projects,Feasibility,Inactive,Coal,Kalimantan Selatan,-3.21088,115.24767,2016-02-01
6303,540,PT Tanjung Alam Jaya,69545,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.20908,115.16196,2020-04-01
6303,299,Baramarta,50396,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-3.20886,115.26784,2011-12-01
6303,561,Rantau Nangka,77792,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.19485,115.24755,2019-07-01
6303,311,Kadya Caraka,50496,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-3.19368,114.92795,2011-12-01
6303,542,PMM,70044,Coal,Projects,Operating,Inactive,Coal,Kalimantan Selatan,-3.17522,115.28399,2011-01-01
6305,323,Sarang Semut,50522,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-3.11654,115.07032,2011-12-01
6305,297,Antang Gunung Meratus,50393,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-3.05011,115.1443,2021-04-01
6306,493,Malinau Selatan,66037,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Selatan,-2.83951,115.41885,2012-08-01
6306,164,Mangkok,39386,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-2.56,114.98,2012-10-01
6307,28,Gendang Timburu,28539,Gold,Projects,Reserves Development,Inactive,"Gold,Silver",Kalimantan Selatan,-2.53333,115.55,2006-09-01
6308,301,Bentala,50398,Coal,Projects,Operating,,Coal,Kalimantan Selatan,-2.38832,115.6279,2011-12-01
6308,286,Balangan,49966,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-2.36461,115.57747,2022-03-01
6309,510,Paringin,67297,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-2.22686,115.47736,2021-03-01
6309,509,Tutupan,67296,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-2.217,115.492,2021-03-01
6309,511,Wara,67298,Coal,Projects,Operating,Active,Coal,Kalimantan Selatan,-2.21312,115.5009,2021-03-01
6309,563,Tambang Tabalong IPC,78415,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Selatan,-2.10313,115.51244,2019-12-01
6309,315,Tutui,50500,Coal,Projects,Operating,Inactive,Coal,Sulawesi Tengah,-1.93501,115.39924,2012-07-01
6309,399,Tabalong,58985,Coal,Projects,Advanced Exploration,Inactive,Coal,Kalimantan Selatan,-1.625,115.529,2011-08-01
6309,142,Tabalong,38853,Coal,Projects,Feasibility,Inactive,Coal,Kalimantan Selatan,-1.53823,115.48813,2021-11-01
6371,247,South Kalimantan,41066,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Selatan,-3.32806,114.58917,2017-08-01
6371,437,Sampit-Bati Bati Plant,61852,Ilmenite,Facilities,Closed,Inactive,"Ilmenite,Rutile,Zircon,Heavy Mineral Sands,Gold",Kalimantan Selatan,-3.32,114.59,2012-10-01
6372,82,Cempaka,31368,Diamonds,Projects,Operating,Active,"Diamonds,Platinum,Palladium,Gold",Kalimantan Selatan,-3.50988,114.84107,2017-02-01
6401,284,Busang,42085,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.87756,116.7644,2013-03-01
6401,174,Apac Coal,39677,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Timur,-2.183336,115.89736,2017-08-01
6401,200,Paser,40384,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Timur,-2.0934,116.06207,2014-09-01
6401,273,Petangis,41815,Coal,Projects,Exploration,Active,Coal,Kalimantan Timur,-2.0625,116.06944,2013-01-01
6401,342,Petangis,52674,Coal,Projects,Closed,Inactive,Coal,Kalimantan Timur,-2.062,116.096,2003-07-01
6401,368,Indonesian,55277,Coal,Projects,Operating,,Coal,Kalimantan Timur,-1.97,116.2,2007-01-01
6401,153,Kideco,39114,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-1.87417,115.85194,2014-12-01
6401,279,B34,42054,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Timur,-1.563,115.792,2015-01-01
6401,308,Interex Sacra Raya,50486,Coal,Projects,Limited Production,Inactive,Coal,Kalimantan Timur,-1.5497,116.1085,2011-12-01
6401,189,B26,40123,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-1.49537,116.12452,2015-01-01
6401,370,Concession 2,55665,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-1.49385,116.49168,2006-07-01
6401,267,PT PAR,41685,Coal,Projects,Limited Production,Inactive,Coal,Kalimantan Timur,-1.45737,116.14114,2014-10-01
6401,338,Penajam,51455,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-1.26922,116.63769,2015-01-01
6401,472,BEK,64141,Coal,Projects,Feasibility,Inactive,Coal,Kalimantan Timur,-1.25,116.617,2013-10-01
6401,244,Penajam East,41060,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-1.24303,116.63623,2017-08-01
6401,195,Atan Bara,40268,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Timur,-1.23,116.63,2015-12-01
6401,481,PT Try Nanda 2,64393,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,-1.154,116.42,2011-10-01
6401,255,PT Try Nanda,41422,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-1.13288,116.45163,2012-01-01
6401,261,Penajam Paser Utara,41476,Coal,Projects,Exploration,Active,Coal,Kalimantan Timur,-1.05722,116.6125,2013-04-01
6402,147,Pagar,38922,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-1.02373,115.90581,2011-08-01
6402,400,East Kalimantan,59046,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.9501,116.02,2009-03-01
6402,225,Trubaindo,40547,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.798853,115.614193,2021-12-01
6402,228,Aries,40583,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Timur,-0.5075,115.52833,2013-11-01
6402,565,TIS,79546,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,-0.77243,115.71103,2018-03-01
6402,573,Surya Tambang Tolindo,83692,Coal,Projects,Target Outline,Active,Coal,Kalimantan Timur,-0.66657,115.66709,2021-02-01
6402,385,Landas Paeu,57375,Coal,Projects,Advanced Exploration,Inactive,Coal,Kalimantan Timur,-0.57838,115.7813,2008-10-01
6402,305,Gunungbayan Block II,50463,Coal,Projects,Closed,Rehabilitation,Coal,Kalimantan Timur,-0.54912,115.99606,2020-01-01
6402,271,Melak,41714,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.420834,115.735417,2022-04-01
6402,547,BOSS,70462,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.367,115.81,2014-05-01
6402,350,West Kutai,52761,Gold,Projects,,Inactive,Gold,Kalimantan Timur,-0.23504,115.61618,1995-10-01
6402,3,Kelian,26562,Gold,Projects,Closed,Inactive,"Gold,Silver",Kalimantan Timur,-0.03999,115.42841,2008-03-01
6402,198,Kubah Indah,40339,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.03828,115.05819,2012-04-01
6402,407,Jawana/Borami,59948,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,-0.05,115.9,2012-04-01
6402,248,East Kalimantan,41067,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.03715,115.61112,2012-10-01
6402,245,BEK Mine,41063,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.00889,115.59167,2022-04-01
6402,272,CEP,41734,Coal,Projects,Exploration,,Coal,Kalimantan Timur,0.11885,115.70845,2012-12-01
6402,151,GPK,39081,Coal,Projects,Target Outline,Active,Coal,Kalimantan Timur,0.142429,115.702083,2018-12-01
6402,277,East Kalimantan,42006,Coal,Projects,Reserves Development,,Coal,Kalimantan Timur,0.448922,115.195381,2012-11-01
6402,129,Mamahak,38138,Coal,Projects,Operating,Care And Maintenance,Coal,Kalimantan Timur,0.471,115.428,2020-01-01
6402,467,Kalimantan,63573,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,1.06336,114.22588,2013-04-01
6403,359,Amborowang,53064,Coal,Projects,Advanced Exploration,Inactive,Coal,Kalimantan Timur,-1.12,117.0,1998-12-01
6403,146,Rahmat,38921,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Timur,-1.08333,116.95,2011-08-01
6403,179,Singlurus Pratama,39881,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-1.08,116.974,2021-12-01
6403,205,BMU,40447,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.91917,117.22194,2011-11-01
6403,254,CV Java Hunian,41421,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.81583,116.82972,2012-01-01
6403,557,PT Rinjani,76994,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.7455,116.89215,
6403,337,BSSR,51304,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.74331,117.051,2020-06-01
6403,288,Delta,50007,Coal,Projects,Operating,Under Litigation,Coal,Kalimantan Timur,-0.72078,117.22667,2018-09-01
6403,461,Dimori,62976,Coal,Projects,Advanced Exploration,Inactive,Coal,Kalimantan Timur,-0.692,117.184,2011-09-01
6403,243,International Prima,41039,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.6562,117.17405,2020-12-01
6403,157,Samarinda - IPC,39118,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Timur,-0.6547,117.1686,2020-12-01
6403,321,Sanga Sanga,50520,Coal,Projects,Operating,Inactive,Coal,Kalimantan Timur,-0.64932,117.26121,2016-02-01
6403,536,Loa Janan,69468,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.64918,117.06858,2004-01-01
6403,234,Toba Bara Mines,40682,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.60972,117.12833,2014-04-01
6403,166,Ranrich,39560,Coal,Projects,Closed,Inactive,Coal,Kalimantan Timur,-0.60281,117.212,2012-12-01
6403,287,ABK,50003,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.59722,117.04014,2011-12-01
6403,210,Insani Bara Perkasa,40460,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.59656,117.13589,2011-12-01
6403,206,GPL,40448,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.57056,117.04861,2011-03-01
6403,314,MPP,50499,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.538865,116.923424,2017-01-01
6403,295,Anggana,50329,Coal,Projects,Operating,Temporarily On Hold,Coal,Kalimantan Timur,-0.50744,117.31115,2014-02-01
6403,409,Lower Mahakam,60062,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.45,117.325,2010-11-01
6403,283,KSM,42084,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.57591,116.60957,2014-07-01
6403,402,MBK,59433,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,-0.539,116.714,2012-04-01
6403,416,Gunungbayan Block I,60556,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.484,116.514,2020-01-01
6403,193,Jongkang I,40198,Coal,Projects,Operating,Care And Maintenance,Coal,Kalimantan Timur,-0.4459,117.04752,2015-11-01
6403,483,Jongkang II,64476,Coal,Projects,Closed,Inactive,Coal,Kalimantan Timur,-0.445,117.048,2015-12-01
6403,145,Jongkang,38920,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Timur,-0.43333,117.01667,2011-08-01
6403,341,GDM,52556,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.39378,117.09006,2019-03-01
6403,401,Bara Pratama,59431,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,-0.39,116.976,2012-04-01
6403,548,Loa Ulung,70690,Coal,Projects,Operating,Inactive,Coal,Kalimantan Timur,-0.38711,117.00898,2017-07-01
6403,220,Fajar Bumi Sakti,40541,Coal,Projects,Operating,Inactive,Coal,Kalimantan Timur,-0.37602,117.00677,2015-05-01
6403,290,Borneo Emas Hitam,50187,Coal,Projects,Operating,On Hold Awaiting Higher Prices,Coal,Kalimantan Timur,-0.33849,117.02305,2015-12-01
6403,224,Embalut,40546,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.33,117.10278,2021-06-01
6403,281,Tanito Harum,42071,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.3225,116.85341,2011-12-01
6403,184,Mada Perkasa,40053,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.32111,117.15417,2012-04-01
6403,177,Lanna Harita,39878,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.29592,117.3031,2021-12-01
6403,535,Embalut OP,68454,Coal,Projects,Closed,Inactive,Coal,Kalimantan Timur,-0.29476,117.13472,2007-01-01
6403,312,Mahakam Sumber Jaya,50497,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.28472,117.2075,2011-12-01
6403,238,MSJ,40995,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.28472,117.20752,2020-11-01
6403,172,Jembayan,39647,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.15804,117.16959,2017-12-01
6403,251,IBP,41377,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Timur,0.33139,116.32833,2010-11-01
6403,549,Tabang,70692,Coal,Projects,Operating,Inactive,Coal,Kalimantan Timur,0.393,116.145,2017-05-01
6403,199,MBK,40340,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,0.43111,116.22386,2012-04-01
6403,203,Tabang,40444,Coal,Projects,Target Outline,Active,Coal,Kalimantan Timur,0.5,115.98333,2012-10-01
6403,144,Pakar,38892,Coal,Projects,Reserves Development,Active,Coal,Kalimantan Timur,0.51137,116.11702,2022-04-01
6403,239,SB,40996,Coal,Projects,Operating,Care And Maintenance,Coal,Kalimantan Timur,-0.10213,117.16074,2021-08-01
6403,520,KUP,67941,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.037,117.257,2020-12-01
6403,175,Tabang,39724,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.54501,116.16865,2022-04-01
6403,33,Busang,29082,Gold,Projects,Target Outline,Inactive,Gold,Kalimantan Timur,0.90083,116.01009,1998-10-01
6403,15,Muara Atan,27208,Gold,Projects,Target Outline,Inactive,Gold,Kalimantan Timur,1.25139,116.23278,1991-08-01
6204,236,Jindal Indonesia,40924,Coal,Projects,Reserves Development,Inactive,Coal,Kalimantan Tengah,-2.17639,115.21611,2017-03-01
6204,215,South Barito,40486,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Tengah,-1.74333,114.83972,2012-05-01
6204,269,eForce Indonesia,41692,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Tengah,-1.73,115.18306,2012-12-01
6204,331,Sungai Roi,50983,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Tengah,-1.68596,115.29273,2015-05-01
6204,355,Buntok,52952,Coal,Projects,,Inactive,Coal,Kalimantan Tengah,-1.57681,115.28588,1998-01-01
6405,212,Binungan,40465,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,1.99164,117.39175,2017-11-01
6405,173,Berau,39652,Coal,Projects,Feasibility,Inactive,Coal,Kalimantan Timur,1.846933,117.280032,2012-12-01
6405,256,SMJ,41446,Coal,Projects,Operating,,Coal,Kalimantan Timur,1.99027,117.38805,2013-10-01
6405,491,PT MAS,66028,Coal,Projects,Operating,On Hold Awaiting Higher Prices,Coal,Kalimantan Timur,2.05973,117.33715,2019-01-01
6405,369,Concession 1,55664,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,2.0873,117.31877,2006-03-01
6405,204,PPC,40446,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,2.50528,117.38861,2011-11-01
6405,262,BIG,41489,Coal,Projects,Target Outline,Inactive,Coal,Kalimantan Timur,2.53333,117.225,2014-01-01
6405,213,Sambarata,40466,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,2.16374,117.41197,2017-10-01
6405,211,Lati,40464,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,2.33532,117.56727,2017-10-01
6406,336,Malinau,51302,Coal,Projects,Operating,Active,Coal,Kalimantan Utara,3.14096,116.45916,2022-04-01
6407,74,Sekatak,30880,Silver,Projects,Target Outline,Inactive,"Silver,Copper,Gold,Lead,Zinc",Kalimantan Utara,3.166,117.0612,1999-11-01
6407,53,Jelai,29841,Gold,Projects,Reserves Development,Temporarily On Hold,"Gold,Silver,Lead,Zinc,Copper",Kalimantan Timur,3.22722,116.98833,2017-05-01
6407,410,Tarakan,60063,Coal,Projects,Grassroots,Inactive,Coal,Kalimantan Timur,3.267,117.295,2010-11-01
6407,526,Bebatu,68057,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,3.57,117.176,2014-03-01
6407,264,MMBP,41597,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,2.57833,117.44972,2014-01-01
6407,304,Bulungan,50455,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,2.76748,117.43213,2021-12-01
6407,330,Bunyu,50681,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,3.51587,117.84478,2020-05-01
6408,492,PT SMU,66029,Coal,Projects,Construction Started,Inactive,Coal,Kalimantan Timur,3.66881,117.17481,2018-07-01
6408,209,Mandiri,40459,Coal,Projects,Operating,,Coal,Kalimantan Utara,3.71128,117.22152,2016-05-01
6408,334,Seruyung,51085,Gold,Projects,Operating,Active,Gold,Kalimantan Utara,3.905,117.24712,2019-12-01
6408,246,Nunukan,41064,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Utara,4.15439,117.19559,2013-04-01
6472,302,Gitan,50400,Coal,Projects,Feasibility,Active,Coal,Kalimantan Timur,-0.51968,117.06136,2013-03-01
6472,319,Nusa Minera Utama,50518,Coal,Projects,Feasibility,Inactive,Coal,Kalimantan Timur,-0.49327,117.2173,2011-12-01
6472,168,Bukit Baiduri,39573,Coal,Projects,Operating,,Coal,Kalimantan Timur,-0.47804,117.07141,2013-10-01
6472,522,Tanah Merah,67951,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,-0.432,117.264,2021-12-01
6472,178,Citra Harita,39880,Coal,Projects,Closed,Inactive,Coal,Kalimantan Timur,-0.40897,117.26891,2015-03-01
6472,186,Abadi,40079,Coal,Projects,Operating,On Hold Awaiting Higher Prices,Coal,Kalimantan Timur,-0.40001,117.33332,2015-04-01
6472,440,Samarinda,61884,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,-0.4,117.18,2013-09-01
6474,585,Bontang Smelter,85528,Copper,Facilities,Feasibility,Active,Copper,Kalimantan Timur,0.10967,117.47211,2020-09-01
6474,590,Bontang Refinery,85679,Copper,Facilities,Feasibility,Active,Copper,Kalimantan Timur,0.1119,117.47298,2020-09-01
6474,534,Bontang,68415,Coal,Projects,Closed,Inactive,Coal,Kalimantan Timur,0.1333,117.35,2003-01-01
6474,632,Indomico,87800,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.1472,117.28681,2021-08-01
6474,222,Indominco Mandiri,40544,Coal,Projects,Operating,Active,Coal,Kalimantan Timur,0.15,117.28,2021-06-01
6474,242,East Kalimantan Concessions,41038,Coal,Projects,Exploration,Inactive,Coal,Kalimantan Timur,0.16833,117.17111,2012-08-01
6474,223,Tandung Mayang,40545,Coal,Projects,Closed,Rehabilitation,Coal,Kalimantan Timur,0.22453,117.2402,2020-04-01
7101,26,Minahasa,28388,Gold,Projects,Closed,Inactive,Gold,Sulawesi Utara,0.53306,124.40595,2013-02-01
7101,383,Bakan,56944,Gold,Projects,Satellite,Active,Gold,Sulawesi Utara,0.57,124.31,2019-12-01
7101,128,Tanoyan,38086,Gold,Projects,Reserves Development,Inactive,Gold,Sulawesi Utara,0.61111,124.25806,2014-09-01
7101,426,Bomong,61264,Gold,Projects,Grassroots,Inactive,Gold,Sulawesi Utara,0.613,124.249,2011-01-01
7101,69,Lanut,30409,Gold,Projects,Target Outline,Inactive,Gold,Sulawesi Utara,0.64401,124.39853,2003-07-01
